,id,yearDiff,Stimmfach,H1H2LTAS,alphaRatio,CPPs,SNR,Jahr,alter,geschlecht,Voice Type,dSPL
116,113,2.2986301369863016,Ten/Bar/Bass,-4.587135509542011,1.1981923438864979,15.526441225876306,46.49909496307373,2013,22.0,männl.,Tenor,18.62419329889105
117,116,0.10684931506849316,Sop/Mezzo/Alt,1.8048692894491514,-0.34968459534543184,14.71279339797587,36.29176616668701,2009,21.0,männl.,Mezzo-Soprano/Contralto,25.33127647164456
118,116,1.1726027397260275,Sop/Mezzo/Alt,1.4732869087887412,-0.16686376266783154,15.429934775857856,55.36106586456299,2009,21.0,männl.,Mezzo-Soprano/Contralto,-62.22497451688995
119,116,2.2904109589041095,Sop/Mezzo/Alt,2.1256447399326803,0.3084529633402662,15.221219489014265,50.19156455993652,2009,21.0,männl.,Mezzo-Soprano/Contralto,-54.65171141933679
120,116,3.317808219178082,Sop/Mezzo/Alt,1.780945722892848,0.5963268253086782,15.541637339780335,57.12935447692871,2009,21.0,männl.,Mezzo-Soprano/Contralto,-52.27669714499775
121,117,0.1095890410958904,Ten/Bar/Bass,-4.3819702410195855,1.1623982207556707,15.820499828905628,46.23758792877197,2014,20.0,männl.,Baritone/Bass,21.906496862178486
122,117,1.1835616438356165,Ten/Bar/Bass,-3.570792984849789,1.470517699905095,15.0215973124596,43.653740882873535,2014,20.0,männl.,Baritone/Bass,19.848155437345678
123,117,2.6027397260273974,Ten/Bar/Bass,-4.09135758544483,0.7138082462038776,15.858959223942138,43.026742935180664,2014,20.0,männl.,Baritone/Bass,18.278682236827443
124,117,3.5232876712328767,Ten/Bar/Bass,-4.25790465487974,-0.5789906448386064,15.888441738049455,46.35632038116455,2014,20.0,männl.,Baritone/Bass,17.997029484903965
125,118,0.18082191780821918,Sop/Mezzo/Alt,2.600955619037336,-0.23386739369389248,14.495421569482065,33.83256196975708,2015,20.0,weibl.,Soprano,10.29093370290321
126,118,1.2191780821917808,Sop/Mezzo/Alt,2.047269915926488,-0.1772516397284417,13.992354171498638,46.02744102478027,2015,20.0,weibl.,Soprano,20.112802827940044
127,119,0.08493150684931507,Sop/Mezzo/Alt,3.7761606984467972,-2.3970786256848724,15.14925574891174,49.04037952423096,2011,20.0,männl.,Mezzo-Soprano/Contralto,21.75102754937049
128,119,1.3095890410958904,Sop/Mezzo/Alt,2.4303294026005955,-1.016170298070613,15.003017083467732,49.116411209106445,2011,20.0,männl.,Mezzo-Soprano/Contralto,19.135921445278527
129,122,0.08493150684931507,Ten/Bar/Bass,-1.3055305270725674,1.3412117077522778,16.262461252273972,40.89120864868164,2011,21.0,männl.,Tenor,17.36311609635252
130,122,1.7315068493150685,Ten/Bar/Bass,-1.4725595738969344,1.9432949756865356,16.56988666731861,35.66640615463257,2011,21.0,männl.,Tenor,21.502298177379334
131,122,2.3068493150684932,Ten/Bar/Bass,-2.161291278067901,2.857505322217892,16.36548693108282,40.51147937774658,2011,21.0,männl.,Tenor,16.36800021318215
132,122,2.7835616438356166,Ten/Bar/Bass,-1.2755103773050136,2.8688548765058903,15.876940348381336,48.81918430328369,2011,21.0,männl.,Tenor,21.023300300933634
133,122,3.671232876712329,Ten/Bar/Bass,-1.583372028354132,2.870213089810128,15.64233256580942,40.47666549682617,2011,21.0,männl.,Tenor,-63.687043679832556
134,123,0.0821917808219178,Sop/Mezzo/Alt,0.7703416547959486,1.4488812950345242,15.765929966377065,46.40171527862549,2016,24.0,weibl.,Mezzo-Soprano/Contralto,16.68106406863355
135,123,1.3287671232876712,Sop/Mezzo/Alt,1.9602138572988823,0.23810001909961892,15.095628292806973,35.641865730285645,2016,24.0,weibl.,Mezzo-Soprano/Contralto,18.40075105757237
136,124,0.10136986301369863,Ten/Bar/Bass,-5.534099554669014,0.49417403506007695,16.92698893829177,44.05574321746826,2016,19.0,männl.,Baritone/Bass,15.501365953298706
137,124,0.7150684931506849,Ten/Bar/Bass,-6.365469120994247,0.815234308855064,16.6122768672256,46.594977378845215,2016,19.0,männl.,Baritone/Bass,17.771412024507228
138,124,1.463013698630137,Ten/Bar/Bass,-4.1402677014976765,0.8146176010901162,16.513515189947068,41.17931365966797,2016,19.0,männl.,Baritone/Bass,13.520015137093802
139,125,0.7863013698630137,Ten/Bar/Bass,-2.765614136455991,0.4309305740346032,16.789757303190985,44.68630790710449,2012,19.0,männl.,Tenor,19.878754824621197
140,125,1.2082191780821918,Ten/Bar/Bass,-2.596931128179464,0.59616217771382,16.364266917585585,42.93044567108154,2012,19.0,männl.,Tenor,16.412584073468903
141,126,0.0821917808219178,Sop/Mezzo/Alt,4.876832299369134,-0.4755294969944516,14.181251032045497,41.56879425048828,2016,20.0,weibl.,Mezzo-Soprano/Contralto,20.385431978924593
142,126,1.2136986301369863,Sop/Mezzo/Alt,5.673799566269252,-0.7028756513412721,14.984167560530647,46.802382469177246,2016,20.0,weibl.,Mezzo-Soprano/Contralto,16.369058223740936
143,127,0.12054794520547946,Sop/Mezzo/Alt,1.470103238059501,1.0799981549181372,15.961006079560313,37.42669343948364,2017,23.0,weibl.,Mezzo-Soprano/Contralto,14.6528761793356
144,127,1.1917808219178083,Sop/Mezzo/Alt,0.9127279886468488,1.477193736393993,15.677258089146067,37.876877784729004,2017,23.0,weibl.,Mezzo-Soprano/Contralto,12.571068308082179
145,129,0.1589041095890411,Ten/Bar/Bass,-3.7754540396781393,1.112235057108424,18.582003292342726,45.065646171569824,2016,23.0,männl.,Baritone/Bass,19.795703194178373
146,129,1.3287671232876712,Ten/Bar/Bass,-3.5986883912190644,0.7843467807500988,17.233788812086104,50.29855728149414,2016,23.0,männl.,Baritone/Bass,17.89284999387145
147,130,0.12054794520547946,Sop/Mezzo/Alt,4.35575521095581,-0.20940410770689621,15.051068379393772,46.70714855194092,2016,19.0,männl.,Soprano,20.44384644277435
148,130,1.463013698630137,Sop/Mezzo/Alt,4.8565360125437165,-0.9137419990733296,14.401989148850237,45.63713550567627,2016,19.0,männl.,Soprano,21.334372036359433
149,132,1.5342465753424657,Ten/Bar/Bass,-2.2910426907553685,2.2351671664588117,14.93376719810819,25.735642910003662,2007,20.0,männl.,Tenor,9.12932248263424
150,132,2.33972602739726,Ten/Bar/Bass,-2.5405964554663623,2.22775210003831,15.921496367075525,33.8521409034729,2007,20.0,männl.,Tenor,10.55391934706165
151,132,3.73972602739726,Ten/Bar/Bass,-2.527518634170746,2.3309397059232992,17.270234103355325,37.971436977386475,2007,20.0,männl.,Tenor,14.973993481943115
152,133,2.0904109589041098,Sop/Mezzo/Alt,1.9388660217055524,1.536759490204963,16.041085968090613,32.841172218322754,2012,22.0,weibl.,Mezzo-Soprano/Contralto,13.051686423919122
153,133,3.73972602739726,Sop/Mezzo/Alt,1.303084161413751,0.8485846397502549,15.733356516244983,47.59824752807617,2012,22.0,weibl.,Mezzo-Soprano/Contralto,15.511189993632843
154,135,1.3041095890410959,Ten/Bar/Bass,-4.153894297582478,0.14031388273650952,14.823205838960074,35.85944414138794,2007,20.0,männl.,Tenor,17.757422551778813
155,135,2.493150684931507,Ten/Bar/Bass,-4.358355780859467,-0.27249842569626265,15.305528217468932,35.33376216888428,2007,20.0,männl.,Tenor,15.346898074025292
156,135,3.2986301369863016,Ten/Bar/Bass,-3.584216031899643,0.01727065023133004,16.56900747305198,48.829779624938965,2007,20.0,männl.,Tenor,17.882014318826428
